fold,epoch,train_loss,val_loss,overall_macro_precision,overall_macro_recall,overall_macro_f1,es_macro_precision,es_macro_recall,es_macro_f1,it_macro_precision,it_macro_recall,it_macro_f1,en_macro_precision,en_macro_recall,en_macro_f1
0,0,0.13408443356553715,0.11671794081727664,0.428347280334728,0.5,0.46140845070422537,0.43026706231454004,0.5,0.4625199362041467,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676
0,1,0.12488060997178158,0.10720611189802488,0.428347280334728,0.5,0.46140845070422537,0.43026706231454004,0.5,0.4625199362041467,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676
0,2,0.11003785614545146,0.0969743532439073,0.9287958115183246,0.5036496350364964,0.46891492247112065,0.43026706231454004,0.5,0.4625199362041467,0.9424342105263157,0.5138888888888888,0.49648601481062216,0.4140127388535032,0.5,0.4529616724738676
0,3,0.10043019109095136,0.09066998238364855,0.7311725072758442,0.551678653868435,0.5598035385388179,0.7137533875338753,0.5462949376375642,0.5520688858067498,0.6922442244224423,0.5120301528294093,0.4948472580051527,0.7386744966442953,0.5810541310541311,0.5980542754736303
0,4,0.09444621509561936,0.08417297018071015,0.7819005731040918,0.5942532730853899,0.6221245933932066,0.7998673153471916,0.5994864269992664,0.6304923381381542,0.6433333333333333,0.522201569599339,0.5162673067855459,0.7985678704856787,0.6366096866096866,0.6706712433257056
0,5,0.0911005437374115,0.0824710431198279,0.7403983656792645,0.6258522499398411,0.6555471323938465,0.7672794117647059,0.6066764490095378,0.6374487704918033,0.6120591581342435,0.5406856670797191,0.5477461447212337,0.7701726997755879,0.6972222222222222,0.7236990197884052
0,6,0.08346951679947476,0.085062483822306,0.8892793481028776,0.5681220644724294,0.5860456389013178,0.8849932249322493,0.5833822450476889,0.6104946833102173,0.9424342105263157,0.5138888888888888,0.49648601481062216,0.881938193819382,0.5906695156695156,0.6138816778248395
0,7,0.08262789478370298,0.08814443591982127,0.8235125560070855,0.6106833150628771,0.6455914921326728,0.8371295886775763,0.6118488628026413,0.648517102131415,0.7770419426048565,0.5259190417182982,0.5206340652925592,0.8194463667820069,0.6643874643874643,0.7031657098060916
0,8,0.07657275496361156,0.07560652376463016,0.7840385421030582,0.69336381380177,0.7254719093723243,0.8258074162679425,0.7398019075568598,0.773063973063973,0.6745516388373531,0.5582920280875672,0.5735232984392125,0.7832491582491583,0.7396723646723646,0.758182518290335
0,9,0.0764319133789589,0.07592476376642783,0.8489221102805764,0.6435300303913443,0.6873426469862269,0.8860981308411215,0.645487894350697,0.6935806510274596,0.7320230105465004,0.5499793473771168,0.5621590582830893,0.8565184815184814,0.7033475783475783,0.7475207719110158
0,10,0.06708320951244483,0.07486737246314684,0.7912766830870279,0.7529522383536982,0.7699552328060859,0.8022010271460014,0.8022010271460014,0.8022010271460014,0.6974576271186441,0.5601507641470467,0.5767807585568918,0.8115320704553007,0.8338319088319088,0.8219434659334994
1,0,0.13380688146377603,0.11630564133326213,0.4278996865203762,0.5,0.46114864864864863,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676
1,1,0.12563400380313397,0.10748559733231862,0.4278996865203762,0.5,0.46114864864864863,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676
1,2,0.11261984861145417,0.09563458586732547,0.7424262381454163,0.5162844401974837,0.49578503688092734,0.93026706231454,0.5104166666666666,0.48292809946945287,0.4407894736842105,0.49814126394052044,0.4677137870855148,0.7521645021645021,0.5331908831908831,0.5208920187793428
1,3,0.10167397058879336,0.08937134643395742,0.7530940594059405,0.597706641184902,0.6248319892473119,0.8390243902439025,0.5798850574712644,0.6039504519584868,0.5035774410774411,0.500877736472532,0.4856247992290395,0.7919014084507042,0.6771367521367522,0.7113970588235294
1,4,0.09417183315381408,0.08743741611639659,0.8069016934710831,0.6019801454584064,0.6333038172363273,0.8791537667698659,0.6319683908045977,0.6761697609984723,0.44039735099337746,0.4944237918215613,0.4658493870402802,0.8059913342297923,0.6458689458689458,0.6817592570768615
1,5,0.08848466898004213,0.08180858331422011,0.8195710938907912,0.6568986568986569,0.6984947491248541,0.8670117322291235,0.6910201149425287,0.7403329065300897,0.6433333333333333,0.522201569599339,0.5162673067855459,0.8158613445378151,0.7141737891737892,0.748905723905724
1,6,0.08221824578940869,0.07730518449097872,0.8284291110406274,0.7015581037320168,0.7427202789416943,0.9136645962732919,0.715301724137931,0.7718077057385636,0.585810162991371,0.51848409748038,0.5121200935154423,0.8333846746245668,0.8083333333333333,0.8199907535829867
1,7,0.08142625288261722,0.07305413695673148,0.8241071428571429,0.6943117269204225,0.7353929123834814,0.8306208053691275,0.7831178160919541,0.804035250463822,0.6319444444444444,0.5323729863692689,0.5346129135881785,0.8801572897761645,0.7237891737891738,0.7709295899193103
1,8,0.07867624028585851,0.0740785055483381,0.8465917786416088,0.7003769177682221,0.7453827905017405,0.8703917050691243,0.7309626436781609,0.7776315789473685,0.6589165867689357,0.5342317224287484,0.5371395758992658,0.8702564102564103,0.7828347578347579,0.8169832177670586
1,9,0.06717919933920105,0.0893203464957575,0.8360011214054949,0.7226867335562988,0.7623679205409974,0.9230769230769231,0.746551724137931,0.8027296399389423,0.684682680901542,0.6286142090045436,0.6487878787878788,0.8735011990407674,0.7662393162393162,0.80545229244114
1,10,0.06621972522698343,0.10946499866743882,0.8519741656908666,0.6702102245580507,0.7167850916389529,0.920743998533993,0.6649425287356322,0.7191489361702128,0.6948160535117056,0.536090458488228,0.539738430583501,0.8512585812356979,0.7623931623931623,0.7962362102530824
2,0,0.13389471744497616,0.11659756700197856,0.4278996865203762,0.5,0.46114864864864863,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676
2,1,0.12476487982397279,0.1087507593135039,0.4278996865203762,0.5,0.46114864864864863,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676
2,2,0.11100653889589011,0.1006043025602897,0.9287958115183246,0.5072463768115942,0.47595425994524077,0.4289940828402367,0.5,0.46178343949044587,0.9424342105263157,0.5138888888888888,0.49648601481062216,0.915335463258786,0.5092592592592593,0.4719339996826908
2,3,0.09991089057487747,0.0900751077880462,0.7579408543263965,0.5916812655943091,0.6174720198969621,0.8836541708882134,0.5816091954022988,0.6072329450443557,0.6120591581342435,0.5406856670797191,0.5477461447212337,0.7825339907365905,0.6346866096866097,0.6669573620571806
2,4,0.09256585519760847,0.09147210170825322,0.8348986125933832,0.5555290120507512,0.5653888296185231,0.9341317365269461,0.5416666666666666,0.5416666666666667,0.6087196467991169,0.5101714167699297,0.4932417261664197,0.8516483516483516,0.598005698005698,0.6240721526059542
