fold,epoch,train_loss,val_loss,overall_macro_precision,overall_macro_recall,overall_macro_f1,es_macro_precision,es_macro_recall,es_macro_f1,it_macro_precision,it_macro_recall,it_macro_f1,en_macro_precision,en_macro_recall,en_macro_f1
2,5,0.08970715557225048,0.08328921906650066,0.8053790412486065,0.6454185910707649,0.6845376845376845,0.8203588681849552,0.6667385057471265,0.7088581073216156,0.6974576271186441,0.5601507641470467,0.5767807585568918,0.8313975996902826,0.6829059829059829,0.7236102647437199
2,6,0.08405406221281737,0.08938496522605419,0.8523706896551724,0.5839040186866273,0.6096541890460636,0.9341317365269461,0.5416666666666666,0.5416666666666667,0.8051294343240651,0.5657269723254853,0.5871785406669128,0.8507882882882882,0.6331196581196581,0.6705635491606715
2,7,0.08196741221472621,0.07877729771037896,0.7751037063756876,0.7159314115835855,0.7398325358851674,0.8032531824611033,0.7310344827586207,0.7596456652918588,0.7058303886925795,0.6323316811235027,0.6570464767616192,0.786716072993864,0.7562678062678063,0.7699287955361
2,8,0.07799114307078223,0.10132463648915291,0.8453837597330367,0.6593406593406593,0.7044261243496235,0.8859321058688148,0.6927442528735632,0.7450259311645451,0.745,0.5379491945477075,0.5424150199322731,0.8340932406246437,0.7087606837606837,0.7482829595926768
2,9,0.07302273106761277,0.09154279008507729,0.7970348212070248,0.6906487232574189,0.7263178432352541,0.8183796451288918,0.7049568965517241,0.7435119137957201,0.7421786120591581,0.5879285419248245,0.6155842230130486,0.799282212885154,0.7435185185185185,0.7663690476190477
2,10,0.06997546609491109,0.09573514262835185,0.8813386041439477,0.6237590911503955,0.665523222699736,0.9489164086687307,0.65625,0.7111784354851238,0.745,0.5379491945477075,0.5424150199322731,0.8620748299319727,0.6516381766381767,0.6936286466972388
3,0,0.13292794538040956,0.11709280659755071,0.4278996865203762,0.5,0.46114864864864863,0.4289940828402367,0.5,0.46178343949044587,0.44243421052631576,0.5,0.4694589877835951,0.4126984126984127,0.5,0.45217391304347826
3,1,0.12705089558536808,0.10565651493767897,0.4278996865203762,0.5,0.46114864864864863,0.4289940828402367,0.5,0.46178343949044587,0.44243421052631576,0.5,0.4694589877835951,0.4126984126984127,0.5,0.45217391304347826
3,2,0.11363048804923892,0.09701536831756433,0.9287958115183246,0.5072463768115942,0.47595425994524077,0.4289940828402367,0.5,0.46178343949044587,0.44243421052631576,0.5,0.4694589877835951,0.915335463258786,0.5181818181818182,0.4888399007991182
3,3,0.1033339848741889,0.08651238630215327,0.7983957219251336,0.55430801082975,0.5635119726339795,0.9315476190476191,0.5208333333333334,0.5032587859424921,0.5431438127090301,0.506850770047796,0.4915492957746479,0.8633333333333333,0.6143356643356643,0.6464285714285714
3,4,0.09573508837881188,0.08530756297210852,0.8410104932661324,0.5730344534692361,0.5931916376306621,0.9393939393939394,0.5833333333333334,0.6105990783410138,0.5683333333333334,0.5087095061072756,0.4931278446216935,0.8571428571428571,0.6052447552447553,0.6338060916066031
3,5,0.08933416722963254,0.08543429312606653,0.8467097532314924,0.6044221479004088,0.6383635915550809,0.9434250764525993,0.6145833333333334,0.6564568854215311,0.6101882613510521,0.5105682421667551,0.49473684210526314,0.8279481834425253,0.654020979020979,0.6927257525083612
3,6,0.08517494616098702,0.07878408618271351,0.8532311062431545,0.6255507777246908,0.6660470014973479,0.9434250764525993,0.6145833333333334,0.6564568854215311,0.6101882613510521,0.5105682421667551,0.49473684210526314,0.8456140350877193,0.7066433566433566,0.7484079870480302
3,7,0.08121171163705489,0.07974614463746547,0.7322932783221592,0.7152014652014652,0.7231818181818181,0.776978039298098,0.6893678160919541,0.7205012403791108,0.5958333333333333,0.5684014869888476,0.5776604612392331,0.7691353036250288,0.826048951048951,0.7916666666666666
3,8,0.07454100584921737,0.0752543730661273,0.8008347510164067,0.684623347666826,0.7219299984521343,0.8436853002070394,0.6788793103448276,0.7245955069258526,0.6147635524798154,0.5528412108337759,0.5641577060931899,0.8482730995193164,0.7736013986013985,0.8033707865168539
3,9,0.06994885984652986,0.08730955521265665,0.8803801169590644,0.6726522270000531,0.7230679733297534,0.9175077639751552,0.6545258620689656,0.7065972222222222,0.5683333333333334,0.5087095061072756,0.4931278446216935,0.906377600622205,0.7923076923076924,0.8345320834006789
3,10,0.0670152560264493,0.0887815797701478,0.7912850772968787,0.6930509104422148,0.7269759087066779,0.835763888888889,0.6389367816091954,0.6809736711376055,0.6696798493408662,0.5478491768454594,0.5589941972920697,0.8096861758474576,0.8270979020979021,0.8179314565483475
4,0,0.13215886171286303,0.11629824178914229,0.4278996865203762,0.5,0.46114864864864863,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676
4,1,0.12734091045955817,0.10948816736539205,0.4278996865203762,0.5,0.46114864864864863,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676
4,2,0.11173790134489536,0.09527615097661814,0.928347280334728,0.5036231884057971,0.46860269530854193,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784,0.915335463258786,0.5092592592592593,0.4719339996826908
4,3,0.10182194312413534,0.08980138637125493,0.754549356223176,0.5524765089982482,0.56075231331439,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784,0.7542560553633217,0.6308404558404559,0.6597265453874709
4,4,0.10113757389287154,0.08612138169507186,0.7502937720329025,0.6356903965599618,0.6668704312167291,0.7289319513294277,0.6094827586206897,0.6368454981734832,0.7217068645640075,0.5740396530359356,0.596576093118174,0.7701726997755879,0.6972222222222222,0.7236990197884052
4,5,0.09023608916128675,0.08893733782072862,0.7248102139406487,0.7248102139406487,0.7248102139406487,0.7207614942528735,0.7207614942528735,0.7207614942528735,0.8008474576271186,0.5916460140437836,0.6238051187172371,0.7284722222222222,0.8046296296296296,0.7533385703063629
4,6,0.08788627705847224,0.08050920193394025,0.7572289897871294,0.6109783935870893,0.64107868757259,0.7534937888198758,0.5938218390804597,0.6203022875816994,0.8201827242524917,0.5398079306071871,0.5451754385964912,0.7498949579831933,0.6694444444444444,0.696043771043771
4,7,0.07915260804196199,0.07635503287116686,0.7586691086691086,0.7249296597122684,0.739850370527958,0.7996318577713927,0.7397270114942529,0.7645068179556087,0.7029616724738676,0.608271375464684,0.6342925659472421,0.7546082949308757,0.7833333333333333,0.7673760775862069
4,8,0.07924342582312723,0.07336662523448467,0.7754015823543514,0.7032701597918989,0.73077439712088,0.7587676962676962,0.7311063218390805,0.7436480849450133,0.8008474576271186,0.5916460140437836,0.6238051187172371,0.788723667905824,0.7489316239316239,0.7661682992495846
4,9,0.07350769811309874,0.07804159832497438,0.763537851037851,0.729163348728566,0.7443747119100805,0.7575193567599763,0.7484913793103448,0.7528697813848066,0.8399024024024024,0.5935047501032631,0.6281219272369715,0.7646569380440349,0.7945156695156695,0.7779498922413793
4,10,0.06976688980745772,0.08369400519877672,0.8123625909014036,0.6961034134947178,0.734456701822443,0.8185253267973855,0.724066091954023,0.7589765100671141,0.8400948366701791,0.6333126807104502,0.6782349303357706,0.7950639488409272,0.7103276353276353,0.7406030565881867
