fold,epoch,train_loss,val_loss,overall_macro_precision,overall_macro_recall,overall_macro_f1,it_macro_precision,it_macro_recall,it_macro_f1,en_macro_precision,en_macro_recall,en_macro_f1,es_macro_precision,es_macro_recall,es_macro_f1
0,0,0.13402575426286858,0.1164972203783691,0.428347280334728,0.5,0.46140845070422537,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.43026706231454004,0.5,0.4625199362041467
0,1,0.1348805453347736,0.12193172328794996,0.428347280334728,0.5,0.46140845070422537,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.43026706231454004,0.5,0.4625199362041467
0,2,0.12554679862048213,0.11582962480994562,0.428347280334728,0.5,0.46140845070422537,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.43026706231454004,0.5,0.4625199362041467
0,3,0.12272428921092629,0.10657987847613791,0.9287958115183246,0.5036496350364964,0.46891492247112065,0.9424342105263157,0.5138888888888888,0.49648601481062216,0.4140127388535032,0.5,0.4529616724738676,0.43026706231454004,0.5,0.4625199362041467
0,4,0.11439109767327342,0.10190784446895122,0.7003018190717024,0.5218844415924708,0.5080741581536133,0.6087196467991169,0.5101714167699297,0.4932417261664197,0.7546448087431694,0.5497863247863248,0.5501053518752634,0.43005952380952384,0.4982758620689655,0.46166134185303515
0,5,0.10935527505255674,0.10850777283970577,0.7185385169186465,0.55410728768393,0.5636875246641387,0.6433333333333333,0.522201569599339,0.5162673067855459,0.772613737734166,0.6088319088319089,0.6357398494384796,0.5986908358509567,0.5143800440205429,0.49828335308236865
0,6,0.10486113274310205,0.10486541103261213,0.7557144404723215,0.6051888095683716,0.6342498889272844,0.585810162991371,0.51848409748038,0.5121200935154423,0.7908762420957542,0.6605413105413105,0.6952625995892296,0.7672794117647059,0.6066764490095378,0.6374487704918033
0,7,0.10033935659066248,0.11299416663484105,0.7794028305919942,0.6106699464363697,0.6426568982917804,0.6098104793756968,0.5203428335398596,0.5141683433936954,0.8111369208930184,0.6717236467236467,0.7094364321664748,0.7876752336448598,0.6084005869405722,0.641051619775024
0,8,0.09997647097280686,0.10102763743586061,0.7365813377374071,0.6659714980882864,0.6912530733008293,0.6243872549019608,0.5628872366790583,0.5764032383726838,0.7627839735646427,0.7265669515669515,0.7421855607110805,0.7632669055082848,0.6725238444607484,0.7033972892096462
0,9,0.0868605979870241,0.11237410659280916,0.74741653418124,0.6331515200128339,0.6639718804920913,0.6026167820069204,0.5489983477901693,0.5585194375516956,0.7933247061360941,0.6937321937321937,0.7264750249644125,0.7886461436610395,0.6279530447542186,0.6640749601275917
1,0,0.1344785312128304,0.11624461263418198,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
1,1,0.13416309286275233,0.11889915503561496,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
1,2,0.12589541843714325,0.11606174746217827,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
1,3,0.12219436765184712,0.10275455034958819,0.42782426778242677,0.4993894993894994,0.4608450704225352,0.4407894736842105,0.49814126394052044,0.4677137870855148,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
2,0,0.1297512902044321,0.11654461404929559,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
2,1,0.1339674985823397,0.1228070108530422,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
2,2,0.12724120804463282,0.11786715883451203,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
2,3,0.12146241588042621,0.11327464960049838,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
3,0,0.13549608760610785,0.11666336487978697,0.4278996865203762,0.5,0.46114864864864863,0.44243421052631576,0.5,0.4694589877835951,0.4126984126984127,0.5,0.45217391304347826,0.4289940828402367,0.5,0.46178343949044587
3,1,0.13188835470177326,0.11847266702291866,0.4278996865203762,0.5,0.46114864864864863,0.44243421052631576,0.5,0.4694589877835951,0.4126984126984127,0.5,0.45217391304347826,0.4289940828402367,0.5,0.46178343949044587
3,2,0.1302234583308289,0.1158673543172578,0.4278996865203762,0.5,0.46114864864864863,0.44243421052631576,0.5,0.4694589877835951,0.4126984126984127,0.5,0.45217391304347826,0.4289940828402367,0.5,0.46178343949044587
3,3,0.12435208571194106,0.10684274385372798,0.42782426778242677,0.4993894993894994,0.4608450704225352,0.44224422442244227,0.49814126394052044,0.46853146853146854,0.4126984126984127,0.5,0.45217391304347826,0.4289940828402367,0.5,0.46178343949044587
4,0,0.13177079451562657,0.11633256312149266,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
4,1,0.13043999115090865,0.12068133864862224,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
4,2,0.12920797926619274,0.11102522403622667,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
4,3,0.1214358570584131,0.10293604354374111,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
