fold,epoch,train_loss,val_loss,overall_macro_precision,overall_macro_recall,overall_macro_f1,it_macro_precision,it_macro_recall,it_macro_f1,en_macro_precision,en_macro_recall,en_macro_f1,es_macro_precision,es_macro_recall,es_macro_f1
0,0,0.1311985141908129,0.11396262968579927,0.428347280334728,0.5,0.46140845070422537,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.43026706231454004,0.5,0.4625199362041467
0,1,0.11446388854334752,0.09632803636292617,0.6520004693183151,0.5115460370934823,0.48832591259560343,0.6433333333333333,0.522201569599339,0.5162673067855459,0.915335463258786,0.5092592592592593,0.4719339996826908,0.5978043912175649,0.5071900220102714,0.4815384615384616
0,2,0.10119558010871212,0.0866110364596049,0.742667829119442,0.5620170583674233,0.5758245958934033,0.6433333333333333,0.522201569599339,0.5162673067855459,0.7716023489932886,0.5922364672364672,0.614132104454685,0.737308868501529,0.5569332355099046,0.5687963831783673
0,3,0.08976858688207964,0.08343095481395721,0.8024229291834926,0.5820967353814069,0.6061592490038495,0.6087196467991169,0.5101714167699297,0.4932417261664197,0.8871412803532008,0.5999287749287749,0.627520759193357,0.7784743991640544,0.6173147468818782,0.6509536440570923
0,4,0.08454508914922675,0.07820129711180926,0.8042604856512141,0.62283985276686,0.6591800356506239,0.6589165867689357,0.5342317224287484,0.5371395758992658,0.8041742286751361,0.6790598290598291,0.7153973692936886,0.874391862007961,0.6242112986060161,0.6665418661246758
0,5,0.08148474783326189,0.08863894461343685,0.8081527122542518,0.6635829701523133,0.7036781925885108,0.6109234234234234,0.5305142503097894,0.5321533923303835,0.8516582784875468,0.694088319088319,0.7377840973209651,0.8317520556609741,0.7308877476155539,0.7680261572879022
0,6,0.06941528628425052,0.1005771791562438,0.911965811965812,0.56873256508293,0.5871159743771208,0.9424342105263157,0.5138888888888888,0.49648601481062216,0.9248366013071896,0.5740740740740741,0.5883962156616893,0.8977969882877859,0.6046588407923698,0.6415696372592925
0,7,0.06571938575555882,0.06946392369767031,0.8351529422957995,0.7511608424017183,0.7841028178484883,0.7597471022128557,0.6018174308137134,0.6338535414165666,0.8322517845554834,0.7917378917378918,0.8096969696969698,0.8705902598520048,0.8159941305942773,0.8400569530137636
0,8,0.05978196746048828,0.09535320488115152,0.7566184293790811,0.8288904931240697,0.7844637248499549,0.6942819685356999,0.69893638992152,0.6965638631667559,0.7899302649930264,0.8701566951566951,0.8195149989902286,0.761882951653944,0.877549523110785,0.7998336897125208
1,0,0.13097633297244707,0.11397932656109333,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
1,1,0.11684114411473275,0.09757676360507807,0.9287958115183246,0.5072463768115942,0.47595425994524077,0.44098360655737706,0.5,0.4686411149825784,0.9166666666666667,0.5185185185185185,0.49025974025974023,0.4289940828402367,0.5,0.46178343949044587
1,2,0.1011156684719026,0.08815941425661246,0.7871052631578948,0.630315336837076,0.6659685863874345,0.585810162991371,0.51848409748038,0.5121200935154423,0.7983016072039211,0.6863960113960114,0.721070306575669,0.8430127041742287,0.649353448275862,0.6935029287062225
1,3,0.09052524184808135,0.08223967999219894,0.7822183775470972,0.6948425970165101,0.7261503402634701,0.6355968858131488,0.5647459727385378,0.5795423214778054,0.8361111111111111,0.7844017094017095,0.806546014632268,0.7878787878787878,0.6910919540229885,0.7246376811594203
1,4,0.08291988968849182,0.08453461204965909,0.8914438502673796,0.5712427668949408,0.5907924743443558,0.9424342105263157,0.5138888888888888,0.49648601481062216,0.8647714604236343,0.6165242165242165,0.6499442586399109,0.9367469879518072,0.5625,0.5773490532332977
1,5,0.07771120159110675,0.07175711635500193,0.827044451566776,0.7347374847374848,0.7694708680142688,0.6681681681681682,0.5462618752581578,0.5561455260570305,0.84547554871005,0.8195156695156696,0.8316042533518262,0.8557763061074319,0.7778735632183909,0.8096846846846847
1,6,0.07039403705857694,0.07297367788851261,0.7719482780508151,0.7653554175293306,0.7685838647273769,0.7056595365418895,0.6906237092110699,0.6976881245144526,0.7948028673835126,0.8280626780626781,0.8096713362068966,0.7965440356744704,0.748419540229885,0.7691391995004195
1,7,0.065498323024561,0.06817443103839954,0.7642669007901668,0.7876254180602007,0.775082417058902,0.6635235982250908,0.6674411400247832,0.665442208106936,0.8263779527559054,0.8542735042735043,0.839238173254147,0.7680471124620061,0.8040948275862069,0.7840909090909091
1,8,0.059779368053811295,0.12973987765920658,0.8432194086651054,0.6659765355417528,0.7111768756318033,0.8051294343240651,0.5657269723254853,0.5871785406669128,0.828755868544601,0.6995014245014245,0.7388830532212886,0.8720806794055203,0.7014367816091954,0.7512877115526122
2,0,0.13259005301321547,0.11393337200085323,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
2,1,0.11627653120085597,0.1076277689387401,0.928347280334728,0.5036231884057971,0.46860269530854193,0.44098360655737706,0.5,0.4686411149825784,0.915335463258786,0.5092592592592593,0.4719339996826908,0.4289940828402367,0.5,0.46178343949044587
2,2,0.10074411435052752,0.08848403617739678,0.8259856630824373,0.5724239528587355,0.5921097770154373,0.7603114478114479,0.5638682362660058,0.5836010279473177,0.8374580536912752,0.6146011396011396,0.6462877624167946,0.9328358208955223,0.53125,0.5228235294117647
2,3,0.09023048446203272,0.08113294517000516,0.7958603896103896,0.6773769708552317,0.7144339351465294,0.6896393080603607,0.6064126394052045,0.6303030303030304,0.8158613445378151,0.7141737891737892,0.748905723905724,0.8496549893842887,0.6892959770114943,0.7357431935246506
2,4,0.08495022195080916,0.0831414603938659,0.8996591261233344,0.6141105271540054,0.6536672499028862,0.745,0.5379491945477075,0.5424150199322731,0.9126672613737734,0.6647435897435897,0.7132420091324201,0.9434250764525993,0.6145833333333334,0.6564568854215311
2,5,0.0749709693249315,0.07805443828304609,0.8391126025354214,0.6689892233370494,0.7137168796995756,0.6589165867689357,0.5342317224287484,0.5371395758992658,0.8698848740453664,0.7311253561253561,0.7754956126096848,0.8552715654952077,0.6997126436781609,0.746609418660124
2,6,0.0712597493082285,0.07685228238503138,0.8716857610474632,0.6406540319583798,0.6858518437465806,0.745,0.5379491945477075,0.5424150199322731,0.8516582784875468,0.694088319088319,0.7377840973209651,0.9489164086687307,0.65625,0.7111784354851238
3,0,0.1300687100738287,0.11422659841676554,0.4278996865203762,0.5,0.46114864864864863,0.44243421052631576,0.5,0.4694589877835951,0.4126984126984127,0.5,0.45217391304347826,0.4289940828402367,0.5,0.46178343949044587
3,1,0.11842657374218106,0.0955121805270513,0.6782722513089006,0.5030126877952965,0.46824770494443546,0.44224422442244227,0.49814126394052044,0.46853146853146854,0.9140127388535032,0.509090909090909,0.47081881533101044,0.4289940828402367,0.5,0.46178343949044587
3,2,0.10237707255097726,0.08782712171475092,0.7859198998748436,0.5404257578170621,0.5401822883236443,0.5683333333333334,0.5087095061072756,0.4931278446216935,0.8229508196721311,0.5688811188811189,0.579714091218516,0.9328358208955223,0.53125,0.5228235294117647
3,3,0.09708415819332003,0.08052287362515927,0.7875975473801561,0.6369512130381696,0.6732711732711733,0.6268472906403941,0.5546999468932554,0.5671570953962981,0.8086718246292715,0.7008741258741259,0.7358269037235827,0.9061538461538462,0.6232758620689656,0.6666400106624017
3,4,0.08540149349719287,0.09108351071675619,0.8523706896551724,0.5839040186866273,0.6096541890460636,0.4420529801324503,0.4962825278810409,0.46760070052539404,0.855174253200569,0.6396853146853148,0.6784464320435544,0.9393939393939394,0.5833333333333334,0.6105990783410138
3,5,0.07745154200432201,0.08107294160872698,0.7970348212070248,0.6906487232574189,0.7263178432352541,0.6268472906403941,0.5546999468932554,0.5671570953962981,0.8438636363636364,0.7645104895104895,0.7954746679783571,0.8183796451288918,0.7049568965517241,0.7435119137957201
3,6,0.06945057233485083,0.0814504373818636,0.8587845734320219,0.6466794075489728,0.6917874396135266,0.6963087248322148,0.5372809346787042,0.5423065341764528,0.8550132508833923,0.7248251748251748,0.766622213755001,0.9461538461538461,0.6354166666666666,0.6846594695455152
3,7,0.06571160745030889,0.07964061660071214,0.8246227541244529,0.687675850719329,0.7294692149080992,0.6631578947368422,0.5938396176314392,0.6138521192672817,0.8678571428571429,0.7520979020979021,0.7925925925925926,0.9028301886792454,0.684051724137931,0.7383900928792569
3,8,0.05858916457509622,0.09497504315028588,0.7887205387205387,0.6502229654403567,0.6872549019607843,0.675019425019425,0.5956983536909187,0.6176100628930817,0.8376214664310955,0.7138111888111888,0.7532863402552867,0.8190993788819876,0.618103448275862,0.6548202614379085
4,0,0.13051953203976155,0.1137595941623052,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
4,1,0.11897647719209394,0.09993629070619742,0.4278996865203762,0.5,0.46114864864864863,0.44098360655737706,0.5,0.4686411149825784,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587
4,2,0.10030066622421145,0.08635644068320593,0.7589659795542149,0.582032701597919,0.604685655181835,0.8201827242524917,0.5398079306071871,0.5451754385964912,0.7626869658119658,0.6400997150997151,0.670529197080292,0.7124282337048294,0.5451867816091954,0.5497548394410906
4,3,0.09236996170754234,0.08456542578836282,0.7573232418557245,0.6206269575834793,0.6519989711721247,0.9438943894389439,0.5277777777777778,0.5229112992270887,0.7558403634003894,0.7246438746438746,0.7383333333333333,0.7554906866833473,0.5660201149425287,0.5821772930802406
4,4,0.09034569811386367,0.07613134135802586,0.748908984830805,0.6887375909115039,0.7120996369908346,0.6620699881376038,0.6128665840561751,0.6303030303030303,0.7776109156440402,0.7304131054131053,0.7500533908012503,0.773919523099851,0.6980603448275862,0.7264861500155617
4,5,0.07631759182550013,0.07532363316665093,0.8357327427094869,0.644847905717471,0.6873911149825784,0.9424342105263157,0.5138888888888888,0.49648601481062216,0.8218085106382979,0.7068376068376068,0.7440144168883549,0.855866005708277,0.6701867816091954,0.7175464985793759
4,6,0.07464470045330623,0.09312175239125887,0.8422028353326063,0.6110580241015023,0.646941179516388,0.6922442244224423,0.5120301528294093,0.4948472580051527,0.8465544871794872,0.6848290598290598,0.7278284671532846,0.8583844580777096,0.6007183908045977,0.6341991341991342
4,7,0.06278592175804079,0.07174801472574473,0.8139083139083139,0.7359186707012795,0.7664379580776401,0.7525207591933571,0.6758570838496489,0.7042424242424242,0.8140151515151515,0.7952279202279202,0.8040957134468585,0.8768690095846645,0.711853448275862,0.7619664235898135
4,8,0.06383392428979277,0.11043645069003105,0.9088294813079135,0.635849657588788,0.6826075056751404,0.9438943894389439,0.5277777777777778,0.5229112992270887,0.884656556645852,0.6535612535612536,0.697741577193632,0.9294025157232704,0.6961925287356322,0.7547407120743035
