fold,epoch,train_loss,val_loss,overall_macro_precision,overall_macro_recall,overall_macro_f1,en_macro_precision,en_macro_recall,en_macro_f1,it_macro_precision,it_macro_recall,it_macro_f1,es_macro_precision,es_macro_recall,es_macro_f1
0,0,0.13402575426286858,0.1164972203783691,0.428347280334728,0.5,0.46140845070422537,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.43026706231454004,0.5,0.4625199362041467
0,1,0.13501971599034124,0.12147836276950935,0.428347280334728,0.5,0.46140845070422537,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.43026706231454004,0.5,0.4625199362041467
0,2,0.1274338158735982,0.11849056147038936,0.428347280334728,0.5,0.46140845070422537,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.43026706231454004,0.5,0.4625199362041467
0,3,0.12718174897843512,0.11202518233718971,0.428347280334728,0.5,0.46140845070422537,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.43026706231454004,0.5,0.4625199362041467
1,0,0.1344785312128304,0.11624461263418198,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
1,1,0.13459804310623136,0.11935337232425809,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
1,2,0.12795583651280304,0.11863704812712968,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
1,3,0.12668841149050072,0.10923790579351286,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
2,0,0.1297512902044321,0.11654461404929559,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
2,1,0.13414483020573106,0.12180803290878733,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
2,2,0.12905410289468253,0.11963457805104553,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
2,3,0.1252452796792697,0.1164629848053058,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
3,0,0.13549608760610785,0.11666336487978697,0.4278996865203762,0.5,0.46114864864864863,0.4126984126984127,0.5,0.45217391304347826,0.44243421052631576,0.5,0.4694589877835951,0.4289940828402367,0.5,0.46178343949044587
3,1,0.13209407296125236,0.11897159619256854,0.4278996865203762,0.5,0.46114864864864863,0.4126984126984127,0.5,0.45217391304347826,0.44243421052631576,0.5,0.4694589877835951,0.4289940828402367,0.5,0.46178343949044587
3,2,0.13201903356005396,0.1184731492617478,0.4278996865203762,0.5,0.46114864864864863,0.4126984126984127,0.5,0.45217391304347826,0.44243421052631576,0.5,0.4694589877835951,0.4289940828402367,0.5,0.46178343949044587
3,3,0.12747045398288442,0.11181828474315504,0.4278996865203762,0.5,0.46114864864864863,0.4126984126984127,0.5,0.45217391304347826,0.44243421052631576,0.5,0.4694589877835951,0.4289940828402367,0.5,0.46178343949044587
4,0,0.13177079451562657,0.11633256312149266,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
4,1,0.1305880180938037,0.12038510690132777,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
4,2,0.13115726652746107,0.11504308665171266,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
4,3,0.12534977689728327,0.10949115261125068,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.44098360655737706,0.5,0.4686411149825784,0.4289940828402367,0.5,0.46178343949044587
