fold,epoch,train_loss,val_loss,overall_macro_precision,overall_macro_recall,overall_macro_f1,en_macro_precision,en_macro_recall,en_macro_f1,es_macro_precision,es_macro_recall,es_macro_f1,it_macro_precision,it_macro_recall,it_macro_f1
0,0,0.13408443356553715,0.11671794081727664,0.428347280334728,0.5,0.46140845070422537,0.4140127388535032,0.5,0.4529616724738676,0.43026706231454004,0.5,0.4625199362041467,0.44098360655737706,0.5,0.4686411149825784
0,1,0.11539182501534621,0.09600083169837793,0.6798523206751055,0.512156537703983,0.4888199363815546,0.6661290322580645,0.5146723646723647,0.4871143375680581,0.6813432835820896,0.508914159941306,0.4828081632653061,0.6922442244224423,0.5120301528294093,0.4948472580051527
0,2,0.10109070429267983,0.0868818636983633,0.7612535167239762,0.5893826368278923,0.6147733610137747,0.7759861591695503,0.642022792022792,0.6742062668603445,0.7733333333333333,0.5782098312545855,0.6006338707454871,0.6433333333333333,0.522201569599339,0.5162673067855459
0,3,0.09193211644887925,0.08513694393138091,0.8350630509987724,0.5802786021764124,0.6041899556990851,0.8647714604236343,0.6165242165242165,0.6499442586399109,0.7998673153471916,0.5994864269992664,0.6304923381381542,0.44098360655737706,0.5,0.4686411149825784
0,4,0.0858156478498131,0.07992796239753565,0.8267658371328868,0.6143329500993735,0.650423402617398,0.8354885057471264,0.6663105413105412,0.7072261072261072,0.8675213675213675,0.6135730007336757,0.6523887079261672,0.6948160535117056,0.536090458488228,0.539738430583501
0,5,0.0858120635151863,0.08988946247845889,0.8054988083077971,0.6599333351158169,0.6996370994474341,0.8411764705882353,0.6755698005698005,0.7176454312789653,0.8258074162679425,0.7398019075568598,0.773063973063973,0.6319444444444444,0.5323729863692689,0.5346129135881785
0,6,0.07103628523182123,0.08842459923277299,0.8561915046796256,0.5881883728599058,0.6161762435015355,0.8647714604236343,0.6165242165242165,0.6499442586399109,0.8371295886775763,0.6118488628026413,0.648517102131415,0.9424342105263157,0.5138888888888888,0.49648601481062216
0,7,0.06697532347558686,0.07237427436436215,0.8393765118230736,0.7450825735497268,0.7808869694651968,0.8493265993265993,0.7955840455840456,0.8186368887177513,0.8663087484597782,0.8053558327219369,0.8317187656047139,0.7421786120591581,0.5879285419248245,0.6155842230130486
0,8,0.06550669983650247,0.09582109997669856,0.7539540772679054,0.8307086263290643,0.7828744764720375,0.7632464255677041,0.8566951566951567,0.7935198469631755,0.761882951653944,0.877549523110785,0.7998336897125208,0.7314955502496201,0.7202602230483272,0.7256613756613757
1,0,0.13380688146377603,0.11630564133326213,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784
1,1,0.11753664383043845,0.09631810647745927,0.715187969924812,0.5126612517916865,0.48886376483889205,0.7521645021645021,0.5331908831908831,0.5208920187793428,0.4289940828402367,0.5,0.46178343949044587,0.4407894736842105,0.49814126394052044,0.4677137870855148
1,2,0.10260503164802988,0.08927110110719999,0.7759381898454746,0.6128098954185911,0.6448217161260639,0.7828781512605042,0.6918091168091168,0.7224747474747475,0.8661538461538462,0.6111350574712644,0.6486205517792883,0.44019933554817275,0.49256505576208176,0.4649122807017544
1,3,0.09175388117631277,0.08211462125182152,0.7672038327526132,0.6954132823698042,0.722481684981685,0.8164895539651558,0.8118233618233619,0.8141245268803703,0.7806606405535097,0.6806752873563219,0.7141989896580881,0.587874324987727,0.53696819496076,0.5425
1,4,0.08392016074309747,0.0811201635748148,0.8674240010196927,0.6020199607156129,0.6358836408298401,0.8620748299319727,0.6516381766381767,0.6936286466972388,0.8964414790102864,0.6024425287356322,0.6378869873362085,0.7770419426048565,0.5259190417182982,0.5206340652925592
1,5,0.07942219690109292,0.07178590123852094,0.7978844169246646,0.7298534798534799,0.7570340501792114,0.8187206441511966,0.8044871794871795,0.8113083856869707,0.8713208241353937,0.7900143678160919,0.8232786357786357,0.5781609195402299,0.5351094589012805,0.5399698340874812
1,6,0.07049732755403966,0.07810464619348446,0.7823753169907016,0.7364495407973668,0.7561490384615384,0.8233264826776276,0.8137464387464388,0.8184052627774163,0.8148065008530125,0.7518678160919541,0.7779635712152881,0.6477798334875116,0.5989776951672863,0.6153372912116645
1,7,0.06545983565350373,0.07093118162204821,0.7934227934227934,0.8021978021978022,0.7977021964683039,0.8491431100992854,0.8932336182336182,0.8687005536320604,0.763045987485572,0.8110632183908046,0.783486359082174,0.7434607645875251,0.6499380421313506,0.680689064433235
1,8,0.06166956561695163,0.08453376550848285,0.8542049531810624,0.7148696713914104,0.7599463421018191,0.8811975591151793,0.7847578347578348,0.8217066839714471,0.861038961038961,0.7396551724137931,0.782608695652174,0.7491525423728813,0.5758983890954151,0.6002929386370645
2,0,0.13389471744497616,0.11659756700197856,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784
2,1,0.11750467562427123,0.10625622905790806,0.928347280334728,0.5036231884057971,0.46860269530854193,0.915335463258786,0.5092592592592593,0.4719339996826908,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784
2,2,0.09988319439192613,0.09275271495183308,0.8157814407814408,0.5549185114402506,0.5644465946352739,0.8438189845474614,0.5887464387464387,0.610589884611237,0.9328358208955223,0.53125,0.5228235294117647,0.6948160535117056,0.536090458488228,0.539738430583501
2,3,0.09165429164034625,0.08253502137959004,0.7944071329319129,0.657469342251951,0.6953684545599237,0.8173076923076923,0.680982905982906,0.7194675243455732,0.8496549893842887,0.6892959770114943,0.7357431935246506,0.6685769896193772,0.5804935976869062,0.6005652054039151
2,4,0.08492845423364391,0.07852076503137748,0.8737279977997799,0.6442772203641769,0.6903375149342891,0.9181699983747765,0.6832621082621082,0.7350210970464135,0.8812528165840469,0.6823275862068965,0.7336866986605544,0.6948160535117056,0.536090458488228,0.539738430583501
2,5,0.08066482204012573,0.07817059295872847,0.8391126025354214,0.6689892233370494,0.7137168796995756,0.8656103286384977,0.7218660968660968,0.7663690476190477,0.8552715654952077,0.6997126436781609,0.746609418660124,0.6961279461279462,0.5481206113176373,0.5591069707677482
2,6,0.07610315214842558,0.07837122976779938,0.8748237367802585,0.6128895259330042,0.6509422492401216,0.8763633647093978,0.6794159544159544,0.726164942135904,0.9407294832826747,0.59375,0.6263923135787772,0.745,0.5379491945477075,0.5424150199322731
2,7,0.07255724821782981,0.07124163471162319,0.8047432905484246,0.7310744810744811,0.7600830308256954,0.8096801346801348,0.7620370370370371,0.7823642664613015,0.8351249410655351,0.7553160919540229,0.7871147321156464,0.7434607645875251,0.6499380421313506,0.680689064433235
2,8,0.05977016376176228,0.09693973617007336,0.8297666274096572,0.6882863513298296,0.7310099545546889,0.8042763157894737,0.7767094017094017,0.7893088794453142,0.9320264383355865,0.7066091954022988,0.7659670988229115,0.6935215946843853,0.5240603056588187,0.518421052631579
3,0,0.13292794538040956,0.11709280659755071,0.4278996865203762,0.5,0.46114864864864863,0.4126984126984127,0.5,0.45217391304347826,0.4289940828402367,0.5,0.46178343949044587,0.44243421052631576,0.5,0.4694589877835951
3,1,0.11909619054446617,0.09454666425784429,0.7620545073375262,0.5066358762010936,0.4755493153808307,0.915335463258786,0.5181818181818182,0.4888399007991182,0.4289940828402367,0.5,0.46178343949044587,0.44224422442244227,0.49814126394052044,0.46853146853146854
3,2,0.10388550742839774,0.08559556454420089,0.8398312964930925,0.5452699474438605,0.548051948051948,0.8424092409240924,0.5870629370629371,0.6075130563876885,0.9315476190476191,0.5208333333333334,0.5032587859424921,0.6937086092715232,0.5124269782262347,0.4963790410375349
3,3,0.09797839660507937,0.07868781710664431,0.7881378502183871,0.6435870892392631,0.6803635064606913,0.8100613154960981,0.7333916083916083,0.7624245792315021,0.8791537667698659,0.6319683908045977,0.6761697609984723,0.5551789077212805,0.5155602761550717,0.5099935525467441
3,4,0.08571797790937126,0.10083914871017138,0.8488197754882362,0.5802808302808303,0.6042292740757078,0.855174253200569,0.6396853146853148,0.6784464320435544,0.9380664652567976,0.5729166666666666,0.5942614551310204,0.4420529801324503,0.4962825278810409,0.46760070052539404
3,5,0.07916241460479796,0.0800206924478213,0.8270351845463952,0.6677682221160481,0.7106954997077732,0.8561827956989247,0.7501748251748251,0.7880690737833596,0.837313003452244,0.6684626436781609,0.7131541725601132,0.6604136604136605,0.5354221986192246,0.5396264512872286
3,6,0.07619868457938234,0.09258840543528397,0.8856104874673227,0.5887482083134257,0.6174216316065176,0.8831792318634424,0.6506993006993007,0.693758506708147,0.9393939393939394,0.5833333333333334,0.6105990783410138,0.44224422442244227,0.49814126394052044,0.46853146853146854
3,7,0.0708153209493806,0.08254697099328041,0.8637374860956619,0.6678080373732548,0.7157943503361763,0.9071886042402827,0.7578671328671329,0.8066298342541436,0.9140350877192982,0.6441091954022988,0.693674098241798,0.6760781880235806,0.5602761550716941,0.5766671824230234
3,8,0.06433931790913144,0.07989650064458449,0.8392687704692234,0.6961432287519244,0.74007826530386,0.88003663003663,0.8047202797202797,0.8354964120616623,0.8847049689440993,0.6423850574712644,0.6893382352941176,0.703125,0.5994158258098778,0.6254444327102475
4,0,0.13215886171286303,0.11629824178914229,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784
4,1,0.11969822927688559,0.09804227352142333,0.4278996865203762,0.5,0.46114864864864863,0.4140127388535032,0.5,0.4529616724738676,0.4289940828402367,0.5,0.46178343949044587,0.44098360655737706,0.5,0.4686411149825784
4,2,0.10041092972581585,0.08644886004428069,0.7623678025851939,0.5790200138026225,0.6006276184999589,0.7706155632984901,0.6493589743589744,0.6810887670119845,0.7124282337048294,0.5451867816091954,0.5497548394410906,0.9424342105263157,0.5138888888888888,0.49648601481062216
4,3,0.09243186387854317,0.08339051666359107,0.7787068004459309,0.6327175240218719,0.6676379176379177,0.7729303041971506,0.7524216524216525,0.7619232547387886,0.8390243902439025,0.5798850574712644,0.6039504519584868,0.9424342105263157,0.5138888888888888,0.49648601481062216
4,4,0.09312611746912201,0.0746139507740736,0.7630261737722612,0.6724929659712269,0.7030732471830556,0.7764111365369947,0.7064814814814815,0.7325600259571707,0.7780537159676233,0.7171695402298851,0.7417149292149292,0.6745516388373531,0.5582920280875672,0.5735232984392125
4,5,0.07770457800167302,0.07621861211955547,0.8109479185438818,0.6526649678823592,0.6929113185530922,0.7933247061360941,0.6937321937321937,0.7264750249644125,0.8314516129032259,0.7066810344827585,0.747982456140351,0.9424342105263157,0.5138888888888888,0.49648601481062216
4,6,0.07843588180063914,0.09559701575587193,0.8440789473684212,0.6249402771141902,0.6646589197943007,0.8231699939503931,0.6902421652421652,0.729280424450094,0.8791537667698659,0.6319683908045977,0.6761697609984723,0.9424342105263157,0.5138888888888888,0.49648601481062216
4,7,0.0678682349040173,0.07417286702742179,0.8476369332981013,0.6629638477464564,0.7085845043148686,0.8656103286384977,0.7218660968660968,0.7663690476190477,0.8944444444444444,0.6632183908045977,0.714555389965226,0.7217068645640075,0.5740396530359356,0.596576093118174
4,8,0.06645015546431145,0.13758981159577768,0.9255556329687173,0.6080851515634125,0.6462827012088639,0.9033137583892618,0.6369658119658119,0.6784434203789043,0.9489164086687307,0.65625,0.7111784354851238,0.44098360655737706,0.5,0.4686411149825784
