fold,epoch,train_loss,val_loss,overall_macro_precision,overall_macro_recall,overall_macro_f1,en_macro_precision,en_macro_recall,en_macro_f1,it_macro_precision,it_macro_recall,it_macro_f1,es_macro_precision,es_macro_recall,es_macro_f1
1,5,0.1941540304598582,0.14437517914921044,0.6303534571723426,0.714840012756458,0.6429476145626969,0.4567901234567901,0.49333333333333335,0.47435897435897434,0.6440746753246753,0.7305194805194806,0.6268104776579353,0.6340852130325814,0.7452253628724217,0.6219367712165618
1,6,0.17947985106793635,0.15208228981743258,0.6559605517425202,0.7488040820665463,0.6751419205245063,0.4567901234567901,0.49333333333333335,0.47435897435897434,0.7154304029304029,0.8055194805194805,0.7352774013028462,0.6407444668008049,0.767188693659282,0.5908858166922683
1,7,0.16569125039135887,0.18316981798658769,0.6518325162878547,0.7535168845894902,0.6681921020156314,0.45569620253164556,0.48,0.4675324675324675,0.7282188522152839,0.8322510822510822,0.7482882574460801,0.6344292053247277,0.7545836516424752,0.5735887096774194
1,8,0.1706827061495533,0.16309001138433815,0.6634621730426558,0.7632968356897346,0.6838624338624338,0.45569620253164556,0.48,0.4675324675324675,0.7282188522152839,0.8322510822510822,0.7482882574460801,0.6524242424242425,0.7881970970206265,0.6200796626054358
1,9,0.17486542761733714,0.1643215182237327,0.6681696428571429,0.7669643173523263,0.6899072383512904,0.45394736842105265,0.46,0.45695364238410596,0.7623172282263191,0.8572510822510823,0.7894523326572008,0.6575689935064934,0.7966004583651642,0.6319411485524442
2,0,0.3337063257834011,0.11378470642181734,0.42782426778242677,0.5,0.46110484780157834,0.4573170731707317,0.5,0.47770700636942676,0.4046242774566474,0.5,0.4472843450479233,0.4219858156028369,0.5,0.4576923076923077
2,1,0.31564600587598163,0.10959617821499705,0.4275210084033613,0.49755501222493886,0.4598870056497175,0.4573170731707317,0.5,0.47770700636942676,0.40350877192982454,0.4928571428571429,0.4437299035369775,0.4219858156028369,0.5,0.4576923076923077
2,2,0.24345047869821534,0.13116221036762,0.584931506849315,0.5527266928882747,0.559914647487625,0.4567901234567901,0.49333333333333335,0.47435897435897434,0.5555186170212766,0.5542207792207792,0.5548316452231044,0.6796296296296296,0.5555767761650114,0.5638357705286839
2,3,0.23683799232227087,0.14765625360111395,0.5595400646784047,0.588072711810354,0.5625422392430728,0.4567901234567901,0.49333333333333335,0.47435897435897434,0.5349785981808454,0.5566017316017315,0.48089871194379386,0.5817307692307693,0.5876623376623377,0.5843773028739867
2,4,0.2198796592598414,0.1436182119573156,0.6121482683982684,0.676251727437015,0.6231274638633377,0.4567901234567901,0.49333333333333335,0.47435897435897434,0.6273229194721249,0.7046536796536796,0.603937728937729,0.5975694444444444,0.6610007639419404,0.5986810135369663
2,5,0.19188584566768938,0.15693673013399045,0.6221842473201802,0.7229545374012261,0.6226144046919428,0.4570552147239264,0.49666666666666665,0.476038338658147,0.6527777777777778,0.7321428571428572,0.5511157239231967,0.625475687103594,0.7266997708174179,0.615901171998733
2,6,0.1800779037068795,0.15582771378879745,0.6401557959315467,0.7460933347507175,0.6498168498168498,0.4570552147239264,0.49666666666666665,0.476038338658147,0.6875,0.8035714285714286,0.6505050505050505,0.6172161172161172,0.7200152788388083,0.5873992236488504
2,7,0.19154840061971307,0.11993272897476952,0.7034955484938414,0.7745650402182771,0.7281245322556504,0.4570552147239264,0.49666666666666665,0.476038338658147,0.7786336756924992,0.8875541125541127,0.8080592908179115,0.6423340961098398,0.7375859434682964,0.6511819681143485
2,8,0.18190141491265627,0.1202161794838806,0.7108485499462943,0.7782325218808689,0.7351760357611772,0.4570552147239264,0.49666666666666665,0.476038338658147,0.8082620144832127,0.9054112554112554,0.8401699926090169,0.6344086021505376,0.7291825821237585,0.6389487870619946
2,9,0.16554764248974566,0.13160045566037298,0.699339666642119,0.7877467134403459,0.7262313860252005,0.5300272975432211,0.5157142857142857,0.5166744222118815,0.7946428571428572,0.9178571428571429,0.8260394351418703,0.6344086021505376,0.7291825821237585,0.6389487870619946
3,0,0.3388367239521803,0.11752553773112595,0.42693110647181626,0.5,0.4605855855855856,0.4573170731707317,0.5,0.47770700636942676,0.40229885057471265,0.5,0.445859872611465,0.4219858156028369,0.5,0.4576923076923077
3,1,0.2765473757401435,0.1129226996563375,0.42693110647181626,0.5,0.4605855855855856,0.4573170731707317,0.5,0.47770700636942676,0.40229885057471265,0.5,0.445859872611465,0.4219858156028369,0.5,0.4576923076923077
3,2,0.2488742131930198,0.13355242336789766,0.5401213943646286,0.5251659098847363,0.5261814352723444,0.6262939958592132,0.5290476190476191,0.5347077737847551,0.4951584507042254,0.4953781512605042,0.495164410058027,0.5925925925925926,0.5286478227654698,0.5241844769403824
3,3,0.22549040052686295,0.14044083934277296,0.5557564798071127,0.5646175340551869,0.5589746074820702,0.5591194968553459,0.5223809523809524,0.5251234883324817,0.5236175115207373,0.534453781512605,0.5109126984126984,0.5785104364326376,0.5632161955691367,0.5685343463121241
3,4,0.20544886352480762,0.15080043108512958,0.5907603383059203,0.6491791826755151,0.5946923076923076,0.5591194968553459,0.5223809523809524,0.5251234883324817,0.5831457698927578,0.6319327731092437,0.5318385650224215,0.5923520923520924,0.6466768525592055,0.595756880733945
3,5,0.18916284301093894,0.14115803667033713,0.6188457086894588,0.6865001746419839,0.6307549175970228,0.584375,0.5257142857142857,0.5297491039426523,0.6366185897435898,0.7149159663865545,0.6181900726392252,0.5939359267734554,0.6567990832696715,0.5930456294667399
3,6,0.19569960198480718,0.15577272279188037,0.6327238461846907,0.7312259867272093,0.6405417772490162,0.6046405823475887,0.5547619047619048,0.5675507988211571,0.6522573811730439,0.7415966386554622,0.606744394618834,0.625475687103594,0.7266997708174179,0.615901171998733
3,7,0.1676728614082519,0.13686216259375214,0.6784862787076683,0.7562521830247991,0.7015407273139231,0.6622641509433962,0.5614285714285714,0.5809913132345427,0.744640605296343,0.8260504201680672,0.7683294869518906,0.625475687103594,0.7266997708174179,0.615901171998733
3,8,0.17070567053164878,0.14155019811975458,0.6693593314763231,0.7548375829549423,0.6914336622807018,0.5421940928270043,0.5190476190476191,0.5207792207792208,0.746063877642825,0.8447478991596639,0.769359045623637,0.6193609022556391,0.7182964094728801,0.6043524349940762
3,9,0.1623781222347034,0.12950135266097884,0.6824710519832471,0.7586971707998602,0.7058411882319338,0.5421940928270043,0.5190476190476191,0.5207792207792208,0.7639885222381635,0.8478991596638655,0.7898456721091478,0.6319682675814752,0.7351031321619557,0.6276328502415459
4,0,0.34379195454804334,0.11797146244595448,0.42693110647181626,0.5,0.4605855855855856,0.4573170731707317,0.5,0.47770700636942676,0.40229885057471265,0.5,0.445859872611465,0.4219858156028369,0.5,0.4576923076923077
4,1,0.30373788793461726,0.11347559395556649,0.42662473794549266,0.49755501222493886,0.45936794582392776,0.4573170731707317,0.5,0.47770700636942676,0.4011627906976744,0.4928571428571429,0.4423076923076923,0.4219858156028369,0.5,0.4576923076923077
4,2,0.25304751355639277,0.12807176982363064,0.6378058484185399,0.548393293747817,0.5551009137463601,0.4573170731707317,0.5,0.47770700636942676,0.5491071428571428,0.523109243697479,0.5166666666666667,0.7485902255639098,0.6010313216195569,0.626984126984127
4,3,0.21264676837360158,0.16643487773835658,0.528690841544177,0.5496332518337408,0.5147565340717228,0.45569620253164556,0.48,0.4675324675324675,0.4888874012585353,0.48256302521008404,0.4185105709360819,0.5396505376344086,0.5676088617265088,0.5249326145552561
4,4,0.2102051712846493,0.16804405233512323,0.5578938277291571,0.6053615089067412,0.5430806954710113,0.4559748427672956,0.48333333333333334,0.4692556634304207,0.553590425531915,0.5846638655462185,0.49332386363636366,0.548146655922643,0.5912910618792971,0.49409722222222224
4,5,0.21457249641089754,0.14201000686734916,0.6225253743342377,0.6703457911281872,0.6361683196249919,0.4567901234567901,0.49333333333333335,0.47435897435897434,0.6239189189189189,0.6926470588235294,0.6106481481481482,0.6274193548387097,0.6659663865546219,0.6398615802916701
4,6,0.1814197009867605,0.17701605800539255,0.6094345432849609,0.6986028641285364,0.6064369219212169,0.4559748427672956,0.48333333333333334,0.4692556634304207,0.6501074113856069,0.734873949579832,0.585016835016835,0.5885225885225885,0.6661573720397249,0.5537175276201851
4,7,0.16318828089381843,0.17184647945687176,0.6325831096427834,0.7242752357666783,0.643175060252277,0.45569620253164556,0.48,0.4675324675324675,0.6827027027027027,0.7840336134453781,0.6777777777777778,0.6121457489878542,0.7116119174942704,0.5761273209549072
4,8,0.1668089010807521,0.1853849650360644,0.6338308457711442,0.7254977296542089,0.6449979901517435,0.45569620253164556,0.48,0.4675324675324675,0.7161931818181818,0.8197478991596638,0.7301224489795919,0.5917708753529649,0.6737967914438503,0.5262096774193548
4,9,0.16584377744070747,0.16419214031193405,0.6403089293271266,0.7316101990918618,0.6542311598878249,0.5154095701540957,0.5271428571428571,0.5121951219512195,0.746063877642825,0.8447478991596639,0.769359045623637,0.5956659619450317,0.6728418640183346,0.5801710484637315
